название остановки,id остановки
Воронино-1,stop_920
Ремплер-1,stop_921
По требованию (ул.Тэцевская)-1,stop_922
Мостоотряд 3-1,stop_923
ул. Химическая-2,stop_924
Разъезд Восстания-3,stop_925
"Магазин ""Стройматериалы""",stop_926
Станция Восстание,stop_927
Завод ЖБИ,stop_928
ул. Васильченко,stop_929
ул. Карбышева,stop_93
Переезд,stop_930
Станция Левченко,stop_931
"Магазин ""Мебельград""",stop_932
Полимерфото,stop_933
ул. Рахимова,stop_934
Дом культуры (Левченко),stop_935
Промышленная база,stop_936
жилой массив Левченко,stop_937
ул. Рахимова-1,stop_938
Полимерфото-1,stop_939
ул. Комарова,stop_94
"Магазин ""Мебельград""-1",stop_940
Станция Левченко-1,stop_941
Переезд-1,stop_942
ул. Васильченко-1,stop_943
Завод ЖБИ-1,stop_944
Станция Восстание-1,stop_945
"Магазин ""Стройматериалы""-1",stop_946
ул. Ломжинская-3,stop_947
ул. Ноксинский Спуск,stop_948
ул. Заречная,stop_949
ул. Латышских Стрелков,stop_95
ул. Центральная (Вознесенское),stop_950
ул. Вишневая,stop_951
Старательный переулок,stop_952
Боковой переулок,stop_953
ул. Нардуган,stop_954
жилой массив Вознесенское-1,stop_955
жилой массив Вознесенское,stop_956
ул. Нардуган-1,stop_957
Боковой переулок-1,stop_958
Старательный переулок-1,stop_959
ул. Танковая,stop_96
ул. Вишневая-1,stop_960
ул. Заречная-1,stop_961
ул. Ноксинский Спуск-1,stop_962
Чеховский рынок-2,stop_963
ул. А.Кутуя-2,stop_964
ул. Г.Седова,stop_965
Завод ЖБИ-3,stop_966
По требованию (пр.А.Камалеева)-2,stop_967
"Торговый комплекс ""Мега""",stop_968
жилой массив Малые Клыки,stop_969
Казанская ярмарка,stop_97
жилой массив Большие Клыки,stop_970
"Торговый центр ""Зельгрос""",stop_971
"жилой комплекс ""Весна""-1",stop_972
Лицей №95,stop_973
ул. Шауката Биктемирова,stop_974
ул. Иман-1,stop_975
ул. Снайперская,stop_976
жилой массив Вознесенское-3,stop_977
"жилой комплекс ""Гармония""",stop_978
"жилой комплекс ""Гармония""-1",stop_979
ул. Халева,stop_98
ул. Дивизионная-1,stop_980
ул. Иман,stop_981
ул. Шауката Биктемирова-1,stop_982
Лицей №95-1,stop_983
"жилой комплекс ""Весна""",stop_984
"Торговый центр ""Зельгрос""-1",stop_985
жилой массив Большие Клыки-1,stop_986
жилой массив Малые Клыки-1,stop_987
"Торговый комплекс ""Мега""-1",stop_988
По требованию (пр.А.Камалеева)-3,stop_989
ул. Ипподромная,stop_99
Завод ЖБИ-3-1,stop_990
ул. Г.Седова-1,stop_991
Городская клиническая больница №5,stop_992
"Магазин ""Эдельвейс""-2",stop_993
Мамадышский тракт,stop_994
жилой массив Самосырово,stop_995
ул. Интернациональная,stop_996
Детский сад №148,stop_997
жилой массив Константиновка,stop_998
Детский сад №148-1,stop_999
